MESSAGE,THEME,SENTIMENT,USER NAME,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"· Đại án tham nhũng Mobifone mua AVG: đề nghị Tổng bí thư, Thủ tướng chỉ đạo Thanh tra Chính phủ công bố ngay kết luận thanh tra (kỳ 21) Đã tròn 1 năm kể từ ngày Văn phòng Trung ương Đảng truyền đạt ý kiến chỉ đạo của Tổng Bí thư đến Ban Cán sự Đảng Chính",3,NEUTRAL,Phạm Khanh Tiến,POST,Personal,Management,VIETCOMBANK
"· Bán shophouse Hưng phát 2. Giá 22tr/m2.căn nhỏ nhất chỉ 1,3tỷ . Vietcombank hỗ trợ vay lãi suất ưu đãi. Vị trí đường Nguyễn Hữu Thọ cách Nguyễn Văn Linh 700m. Liền kề là các chung cư New saigon, Phú Hoàng Anh, The Part , Gragon Hill... Lh 0901454146 -09",3,NEUTRAL,Huong Xuan,POST,Personal,Personal Loan,VIETCOMBANK
Hahaha...con gà ăn quẩn cối xay! Lay hoay chỉ một đám ăn hại mà thôi! Dũng Học-giả Hoàng Dũng · TỔ TRƯỞNG TỔ TƯ VẤN KINH TẾ CÓ BẰNG TS GIẢ Vũ Viết Ngoạn - ngày này 6 năm trước được ngồi vào vị trí Chủ tịch UB Giám sát Tài chính Quốc gia (29/7/2011). Từ 20,2,NEGATIVE,Huu Chanh Nguyen,POST,Personal,H.R,VIETCOMBANK
· Đăng hộ thằng anh ( Hung Vu ) Các em sinh viên liên hệ để làm thẻ ATM vietcombank FREE nhé. Chỉ có 30 người đầu tiên free thui. người thứ 31 là mất 50k đó.... add zalo fb 094.333.8688 nha,3,NEUTRAL,Đỗ Tuấn Vũ,POST,Personal,Account Activity,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Lan Phan,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
· Đăng hộ thằng bạn shit ( Hung Vu ) Các em sinh viên liên hệ để làm thẻ ATM vietcombank FREE nhé. Chỉ có 30 người đầu tiên free thui. người thứ 31 là mất 50k đó....,3,NEUTRAL,GuitarClub CảmXúc,POST,Personal,Account Activity,VIETCOMBANK
"· ĐĂNG KÍ NHẬN TÀI LIỆU ÔN THI AGRIBANK 2017 Bão VCB chưa dứt thì cơn bão tuyển dụng của AGRIBANK đã hooành hành, rất may anh đã kịp hooàn thành cuốn SỔ TAY THI TUYỂN AGRIBANK 2017 đáp ứng nhu cầu ôn thi của các bạn Trong này chứa tất cả những kiến thức c",3,NEUTRAL,Nguyễn Lê Giang,POST,Personal,H.R,VIETCOMBANK
"· bạn ơi kiểm tra tk vietcombank hộ mình với, mình ck mua game fm2017 rồi nhé",3,NEUTRAL,Huy Quang Doãn,POST,Personal,Personal Internet Banking,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Thiên Nguyễn,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
· Ai cho e vay 5tr vietcombank mai e trả luôn với :((,2,NEUTRAL,Nguyễn Chí Công,POST,Personal,No service,VIETCOMBANK
· Ai cho em hỏi ngân hàng vietcombank lằm ở đâu 2 huyện Từ Sơn và Yên Phong vậy???,2,NEUTRAL,Sơn Hỏa Tam Lâm,POST,Personal,Branch,VIETCOMBANK
· Mấy bạn cho Chân hỏi thăm. Chuyển khoản bằng điện thoại từ vietcombank sang sacombank mà kẹt tiền 18 ngày chưa qua đc là saoo.. Ai rành cho Chân biết với ạ. +3,2,NEUTRAL,Huỳnh Diệu Trân,POST,Personal,Account Activity,VIETCOMBANK
· Mới mở thẻ Sacom có người xông thẻ 50tr rùi. Hi vọng sacom sẽ lộc lá hơn cả vietcom kkkk. Ngày nào cũng vào tk hơn 100tr là mãn nguyện lắm rồi . Có cố gắng thì sẽ có thành công nhé hệ thống # Chulipstick  # Chuthankyou,3,NEUTRAL,Huỳnh Định Cần,POST,Personal,Account Activity,VIETCOMBANK
· Ai cho em vay tiền vào tk vietcom bank với xong ra Hưng Híp lấy hoặc e mang tận nơi trả :((,2,NEUTRAL,Heo Hâm,POST,Personal,Personal Loan,VIETCOMBANK
"· Ai dùng Internet Banking của Vietcombank, Vpbank, tpbank, sacombank, eximbank, ACB, OCB, BIDV mà muốn nhận 150k miễn phí thì inbox mình.",3,NEUTRAL,Nguyễn Tâm,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· Ai đã gửi tiết kiệm cho em hỏi , gửi ngân hàng nào lãi suất cao các chị nhỉ? Giờ tháng nào em cũng phải mang gửi thôi. Cầm mấy chục trong tay, mất là mất hết. Bidv hay vietcombank hay agribank được ạ",3,NEUTRAL,Hải Yến Jako,POST,Personal,Saving Account,VIETCOMBANK
· Ai làm thẻ vietcombank liên hệ t,2,NEUTRAL,Tran Duc Anh,POST,Personal,Account Activity,VIETCOMBANK
"· ROSITA GARDEN Dự án Nhà Phố mới của CĐT Khang Điền - Giá chỉ từ 2,98 tỷ ( Chưa VAT ) - Nguyễn Duy Trinh Q.9 nhận ngay ĐẤT và NHÀ + Tiện ích hồ bơi, công viên, Gym,....... -Liên hệ ngay: 0937 709 001 - lấy căn đẹp số ƯU TIÊN - - - - - - - - - - - - - - -",3,NEUTRAL,Hương Xuân,POST,Personal,Personal Loan,VIETCOMBANK
· Ai ở bắc ninh có internet banking vcb cmt e nhờ cái ạ,2,NEUTRAL,Huy Quang Đỗ,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· Đưa em sang bên Thái . ( p/s : Chúc tập thể Ngân hàng Vietcombank Thái Bình tổ chức giải bóng đá Ngành, cụm khu vực phía Bắc thành công rực rỡ ). -\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\ Shop L",2,NEUTRAL,Luongphuc Sport,POST,Personal,Internal Activity,VIETCOMBANK
· E cần rút 45tr ở tk vietcombank mà ở Sơn La k có phòng GD vietcombank thì làm thế nào nhỉ,2,NEUTRAL,Vân Thiên Vũ,POST,Personal,Branch,VIETCOMBANK
"· Ai sử dụng tài khoản ngân hàng 1 trong các ngân hàng sau vietcombank,vpbank,tpbank,OCB,Eximbank,ACB,sacombank,DIDV mà đã đăng ký ibanking ib m hướng dẫn kiếm tiền.tài khoản không có tiền vẫn được nhé",3,NEUTRAL,Hữu Công,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· Có c e nào dùng interbank vcb k ạ, e cần ck mà cuóii tuần mất. E mang tiền mặt qua gửi nhờ ck giúp e ạ .",2,NEUTRAL,Julia Lam,POST,Personal,No service,VIETCOMBANK
· Em đang cần tìm hiểu về vay vốn mua nhà thế chấp bởi chính căn nhà mua. Ai làm ở ngân hàng có thời gian tư vấn em với. VCB hoặc ACB càng tốt ạ.,2,NEUTRAL,Trần Phương,POST,Personal,Personal Loan,VIETCOMBANK
· Anh chị cho em hỏi với ạ. Thủ tục vay vốn ngân hàng vietcom có phức tạp và lâu không ạ. AP DỤNG cho doanh nghiệp ấy ạ. em cảm ơn,2,NEUTRAL,Mai Cary,POST,Personal,Personal Loan,VIETCOMBANK
"· Anh chị em bạn bè cho Híu Híu hỏi ngu xíu ạ, Thẻ của Híu Híu: VIETCOMBANK CẦN THƠ Rút tại cây: AGRIBANK TIỀN GIANG Khác Ngân hàng, khác hệ thống, khác tỉnh. Cớ sao lại KHÔNG CÓ PHÍ vậy ạ??? Duyen Xitrum Nguyen Nam Tam Tran giải thích giúp em dới! # hieu",3,NEUTRAL,Hieu Nguyen,POST,Personal,Account Activity,VIETCOMBANK
"· Hồng Binh, 35 tuổi, nhân viên văn phòng ở quận 3, TP HCM thường tụ tập bạn bè mỗi tuần một lần, khi tại những quán nhậu bình dân Bờ Kè, khi tại quán bia lớn ở đầu đường Nguyễn Văn Cừ, quận 5. “Rất vui, tuần nào không có lại thấy thiếu thiếu”, anh Binh c",3,NEUTRAL,Kien Tran,POST,Personal,Financial Activity,VIETCOMBANK
"· ANH CHỊ EM CẦN VAY VỐN NGÂN HÀNG VPBANK & FE CREDIT , MB BANK , VIETCOMBANK THÌ LIÊN HỆ TRỰC TIẾP NHÉ ĐIỀU KIỆN : 1 : CMT + SHK + SIM VIETTEL ( 20TR -> 70TR ) 2 : CMT + SHK + BẢNG LƯƠNG + HỢP ĐỒNG LAO ĐỘNG + BẢO HIỂM Y TẾ ( 20TR -> 300TR ) 3 : CMT + SHK",3,NEUTRAL,Nguyễn Minh Trưởng,POST,Personal,Personal Loan,VIETCOMBANK
· Anh chị nào sd vietcombank cho e hỏi được không ? e đki atm rồi e bỏ tiền vô luôn sao nó chả báo tin nhắn gì về đt e ạ ?,2,NEUTRAL,Nhi Tuyet Nhi,POST,Personal,Account Activity,VIETCOMBANK
"· Anh VietcomBank ơi, a đâu dồi",2,NEUTRAL,Cúc Tiên Trần,POST,Personal,No service,VIETCOMBANK
· B nào múc hộ mk nick này vs ko. 20 vip 9x bv toàn đồ 1.1 ( 150k ) giao dịch qua ad Lê Hữu Nhân. b nào có tk ngân hàng vcb thì tốt. ad duyệt bài giúp mk vs. Cảm ơn !! +7,2,NEUTRAL,Tín Bảo Nguyễn,POST,Personal,No service,VIETCOMBANK
"· FREE Ai có thẻ ATM: -Vietcombank,vpbank,ocb,acb có internet banking -Bidv,saccombank ko cần internet banking Ib cho mình chỉ cho cách kiếm 100k free và có thể 2tr đến 3tr 1 tháng,100%uy tín",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Ai có thẻ ATM: -Vietcombank,vpbank,ocb,acb có internet banking -Bidv,saccombank ko cần internet banking Ib cho mình chỉ cho cách kiếm 100k free và có thể 2tr đến 3tr 1 tháng,100%uy tín.",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Ai có thẻ ngân hàng : BIDV,vietcombank,ocb,acb,vpbank,sacombank ib mình chỉ cho cách kiếm 100k free đầu tiên và có thể kiếm 200,300k/ngày nhé. 100% uy tín ko đa cấp ,ko phải lozi nhé",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
· FREE Bắc Ninh (thành phố) Tuyển bảo vệ làm Hành Chính. cho chi nhánh vietcombank tại đường trần hưng đạo và đường nguyễn đăng đạo tp bắc ninh.kcn visip. Phường đông ngàn.kcn Quế Võ. Kcn Thuận Thành.Kcn Yên phong Tất cả làm hành chính không thu phí Lh 01,1,NEUTRAL,Hoàng Quyên,POST,Personal,H.R,VIETCOMBANK
· Chẳng là chiều lên ngân hàng vcb có ít việc. Vừa đên cổng . Có a bảo vệ chạy lại a ơi a lên đi e cất xe cho a. Tôi lại tưởng đi nhầm vào khách sạn 5* ). Công nhận tác phong làm việc rất chuyên nghiệp và nhiệt tình . Từ bảo vệ đến nhân viên ngân hàng vie,2,POSITIVE,Quyết DeeJayz,POST,Personal,H.R,VIETCOMBANK
"· FREE Cànglong, Trà Vinh, Vietnam VAY TIỀN THEO SIM, THUÊ BAO VIETTEL Vay theo sim viettel, thuê bao viettel là hình thức vay mà người đi vay không cần phải chứng minh thu nhập, hoặc không cần người bảo lãnh để vay. Đây là hình thức mà người đi vay chỉ c",3,NEUTRAL,Miuly Dương,POST,Personal,Personal Loan,VIETCOMBANK
"Chào bạn 
Về trường hợp của bạn, bạn vui lòng gửi thông tin bao gồm: họ và tên chủ tài khoản, số tài khoản và số điện thoại liên lạc đến hộp thư của fanpage Vietcombank.
Chúng tôi sẽ chuyển đến bộ phận phụ trách kiểm tra thông tin và phản hồi đến bạn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Vietcombank mong bạn có thể chia sẻ cụ thể hơn về những bất tiện bạn đã gặp phải để chúng tôi có thể hỗ trợ bạn tốt hơn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
· FREE Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 3 ( 25/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Trinh Trenny,POST,Personal,Account Activity,VIETCOMBANK
"· Lần sau đi đòi nợ thì cầm cmn tiền mặt về, chứ đợi chuyển khoản lâu quá :< Vietcom sang Vietin có 700k mà 1 tiếng chưa xong, làm m vẫn phải đứng giữa cửa nhà con nợ... Ngại quá Nhận đòi nợ thuê khu vực Phủ Lý nhé :>",2,NEGATIVE,Xuân Cạch,POST,Personal,Account Activity,VIETCOMBANK
· FREE Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 3 ( 25/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Trinh Trenny,POST,Personal,Account Activity,VIETCOMBANK
· FREE Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 3 ( 25/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Trinh Trenny,POST,Personal,Account Activity,VIETCOMBANK
· FREE Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày mai thứ 4 ( 26/07 ) Sáng ( 8h-11h) và Chiều ( 1h3,3,NEUTRAL,Trinh Trenny,POST,Personal,Personal Internet Banking,VIETCOMBANK
· FREE Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký mở tài khoản thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Thứ 4 Hôm nay ( 26/07 ) Sáng ( 8h-11h) và Chiều ( 1h30,3,NEUTRAL,Trinh Trenny,POST,Personal,Account Activity,VIETCOMBANK
· FREE CÓ AI Ở THÀNH PHỐ BẮC NINH CẦN VIỆC KHÔNG Ạ? Trụ sở chính Ngân hàng Vietcombank(đường TRẦN HƯNG ĐẠO VÀ NGUYỄN ĐĂNG ĐẠO) đang cần tuyển nv bảo vệ Nam(19_60t).làm ca 12h lương 5.000.000 .ca hành chính lương 3.500.000 nghỉ t7 chủ nhật.trưa về nhà ăn c,3,NEUTRAL,Hoàng Huệ,POST,Personal,H.R,VIETCOMBANK
"· FREE Da Nang, Vietnam Mọi người cho mình hỏi với )): Muốn chuyển tiền cho tài khoản VietinBank thì làm thế nào là đỡ phí ck nhất nhỉ? Mình ra ngân hàng VCB ck/dùng Internet Banking hay ra ngân hàng VietinBank chuyển tiền là tốt nhất nhỉ? Nếu ra VietinBa",3,NEUTRAL,Dian Nguyen,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Đà Nẵng mọi ng ơi cho e hỏi e đi rút tiền e sài thẻ vietcom bank mà qua đông á rút, khi tiền ra mà mình cấn nghe đt chưa kịp lấy cái cây ATM nó đóng lại và dò tk tiền vẫn mất, nên ko có biên lai gì cả. Vậy mai mình tới ngân hàng người ta có giải qu",3,NEUTRAL,Bánh Bèo Ngân,POST,Personal,Account Activity,VIETCOMBANK
· FREE Hạ Long (thành phố) GREEN BAY PREMIUM sở hữu HOMETEL KIỂU MẪU TẠI HẠ LONG chỉ với từ 450 triệu. VỊ TRÍ HOÀN HẢO Tọa lạc tại khu đô thị Hùng Thắng ngay mặt đường Hoàng Quốc Việt trục đường chính vào trung tâm du lịch của Hạ L,3,NEUTRAL,Đinh Xuân Nam,POST,Personal,Personal Loan,VIETCOMBANK
· FREE Hạ Long (thành phố) GREEN BAY PREMIUM sở hữu HOMETEL KIỂU MẪU TẠI HẠ LONG chỉ với từ 450 triệu. VỊ TRÍ HOÀN HẢO Tọa lạc tại khu đô thị Hùng Thắng ngay mặt đường Hoàng Quốc Việt trục đường chính vào trung tâm du lịch của Hạ L,3,NEUTRAL,Đinh Xuân Nam,POST,Personal,Personal Loan,VIETCOMBANK
· FREE Hạ Long (thành phố) GREEN BAY PREMIUM sở hữu HOMETEL KIỂU MẪU TẠI HẠ LONG chỉ với từ 450 triệu. VỊ TRÍ HOÀN HẢO Tọa lạc tại khu đô thị Hùng Thắng ngay mặt đường Hoàng Quốc Việt trục đường chính vào trung tâm du lịch của Hạ L,3,NEUTRAL,Đinh Xuân Nam,POST,Personal,Personal Loan,VIETCOMBANK
"· FREE Hà Nội [Xin phép các ad ạ] Chia sẻ cho bạn nào muốn kiếm thêm thu nhập 100k-200k/ngày. Yêu cầu phải có thẻ ngân hàng sau và có internet banking ! Các ngân hàng VCB, ACB, OCB, TPB, Exim, Sacom ,VPbank, BIDV ib mình hướng dẫn cụ thể nhé!",3,NEUTRAL,Hung Ngoc,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Hà Nội [Xin phép các ad ạ] Chia sẻ cho bạn nào muốn kiếm thêm thu nhập 100k-200k/ngày. Yêu cầu phải có thẻ ngân hàng sau và có internet banking ! Các ngân hàng VCB, ACB, OCB, TPB, Exim, Sacom ,VPbank, BIDV ib mình hướng dẫn cụ thể nhé!",3,NEUTRAL,Hung Ngoc,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Hà Nội Bạn nào có thẻ Vietcombank , OCB , VPBank , TPBank , Eximbank , ACB , Sacombank , BIDV sử dụng INTERNET BANKING hoặc EBANKING ib mình hướng dẫn kiếm 200k/ngày Lưu ý : K CÓ TIỀN CŨNG LÀM ĐC NHÉ !!",3,NEUTRAL,Lê Phương Thảo,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· Chán Vietcombank quá các chị em ạ. Chuyển tiền đi không được thì không back trả, vì ít nên thôi đành bỏ. Tự dưng chặn tk nữa, thật khốn đốn. Thêm nữa là đến thẻ ra cây ATM của vietcom thì không nhận mã PIN làm không rút được tiền, không ck được (thẻ của",2,NEGATIVE,Nguyễn Thanh Qúy,POST,Personal,Account Activity,VIETCOMBANK
"· FREE Hà Nội Bạn nào có thẻ Vietcombank , OCB , VPBank , TPBank , Eximbank , ACB , Sacombank , BIDV sử dụng INTERNET BANKING hoặc EBANKING ib mình hướng dẫn kiếm 200k/ngày Lưu ý : K CÓ TIỀN CŨNG LÀM ĐC NHÉ !!",3,NEUTRAL,Nguyễn Trung Hiếu,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Hà Nội Xin phép AD , Bác nào có thẻ ATM: Vietcombank, ACB, OCB, VPBank, TPBank, Eximbank, Sacombank.CÓ INTERNET BANKING,mình sẽ hướng dẫn kiếm kiếm 100k trong 15 Phút mà không mất 1đ và kiếm 200k-300k/ ngày( có thể hơn nếu siêng). Các bác inbox mì",3,NEUTRAL,Đặng Thu An,POST,Personal,Personal Internet Banking,VIETCOMBANK
· FREE Hải Phòng Em cần tư vấn thủ tục vay vốn tại ngân hàng vcb có ai biết chỉ giúp e với ah,3,NEUTRAL,Phạm Phượng,POST,Personal,Personal Loan,VIETCOMBANK
"· FREE Ilovekem Q.12 Làm sao để vay vốn kinh doanh không thế chấp lãi suất thấp nhất hiện nay, đang là nỗi bâng khuâng của các hộ kinh doanh nhỏ lẻ, gia đình muốn vay vốn kinh doanh không thế chấp đang gặp nhiều khó khăn về nguồn vốn cần hỗ trợ vay vốn ki",3,NEUTRAL,Ve Dau,POST,Personal,Personal Loan,VIETCOMBANK
"· Hơi bị bất ngờ về phí chuyển cho cá nhân khác ngân hàng ở vietcombank, chuyển có chưa đến 300k mà mất phí 33k, giật mình ...",2,NEGATIVE,Bunny Bảo Bình,POST,Personal,Account Activity,VIETCOMBANK
"· FREE Ilovekem Q.12 Làm sao để vay vốn kinh doanh không thế chấp lãi suất thấp nhất hiện nay, đang là nỗi bâng khuâng của các hộ kinh doanh nhỏ lẻ, gia đình muốn vay vốn kinh doanh không thế chấp đang gặp nhiều khó khăn về nguồn vốn cần hỗ trợ vay vốn ki",3,NEUTRAL,Ve Dau,POST,Personal,Personal Loan,VIETCOMBANK
"· FREE Lào Cai (thành phố) Ai có thẻ ATM: -Vietcombank,acb,ocb,vpbank (có internet banking) -Bidv ,saccombank (ko cần internet banking) ib cho mình,mình chỉ cách kiếm 100k free và có thể 2tr đến 3tr 1 tháng .100%uy tín",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Lào Cai (thành phố) Ai có thẻ ATM: -Vietcombank,acb,ocb,vpbank (có internet banking) -Bidv ,saccombank (ko cần internet banking) ib cho mình,mình chỉ cách kiếm 100k free và có thể 2tr đến 3tr 1 tháng .100%uy tín",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Lào Cai (thành phố) Ai có thẻ ATM: -Vietcombank,acb,ocb,vpbank (có internet banking) -Bidv ,saccombank (ko cần internet banking) ib cho mình,mình chỉ cách kiếm 100k free và có thể 2tr đến 3tr 1 tháng .100%uy tín",3,NEUTRAL,Serino Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE NHA TRANG Chỉ cách Nha Trang xinh đẹp 15 phút sở hữu ngay đất nền view sông tuyệt đẹp. Khu đô thị du lịch đầy đủ tiện ích:trường học,bưu điện,chợ.. Đặc biệt phố cổ Hội An thứ 2 tại Nha Trang, bến du thuyền, bờ kè.. Chỉ từ 600triệu có ngay 132m2.. R",3,NEUTRAL,Phan Trọng Hiếu,POST,Personal,Personal Loan,VIETCOMBANK
"· FREE Nhổn Bạn nào có thẻ Vietcombank , OCB , VPBank , TPBank , Eximbank , ACB , Sacombank , BIDV sử dụng INTERNET BANKING hoặc EBANKING ib mình hướng dẫn kiếm 200k/ngày Lưu ý : K CÓ TIỀN CŨNG LÀM ĐC NHÉ !!",3,NEUTRAL,Thùy Dung Vũ,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Nhổn Bạn nào có thẻ Vietcombank , OCB , VPBank , TPBank , Eximbank , ACB , Sacombank , BIDV sử dụng INTERNET BANKING hoặc EBANKING ib mình hướng dẫn kiếm 200k/ngày Lưu ý : K CÓ TIỀN CŨNG LÀM ĐC NHÉ !!",3,NEUTRAL,Thùy Dung Vũ,POST,Personal,Personal Internet Banking,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Ngoc Sakura,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
· FREE Tuyển bảo vệ Nam (18-55) làm Hành Chính.trưa Về nhà ăn cơm.nghỉ t7 cn. Được chọn điểm gần nhà. CHỈ thích hợp cho ng nhà gần nhé. Chi nhánh vietcombank tại đường Trần Hưng Đạo và đường Nguyễn Đăng Đạo tp bắc ninh.kcn Visip. Phường Đông Ngàn.kcn Quế ,3,NEUTRAL,Nguyễn Ly,POST,Personal,H.R,VIETCOMBANK
"· FREE Thanh Hóa VAY TIỀN THEO SIM, THUÊ BAO VIETTEL LÃI SUẤT THẤP MÔ TẢ SẢN PHẨM VAY CHỈ CẦN SIM VIETTEL Vay theo sim viettel, thuê bao viettel là hình thức vay mà người đi vay không cần phải chứng minh thu nhập, hoặc không cần người bảo lãnh để vay. Đây",3,NEUTRAL,Thư Giửi Đến,POST,Personal,Personal Loan,VIETCOMBANK
Cảm ơn bạn đã liên hệ với Vietcombank nhé!,4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Linh Linh,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
"Chào bạn 
Dịch vụ này không mất phí đăng ký nhé bạn. Bạn có thể mang bản gốc CMND đến chi nhánh Vietcombank gần nhất để nhân viên hỗ trợ bạn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
· FREE Thành phố Hồ Chí Minh Hiện ví điện tử Momo đang có ctrinh quà tặng 100k khi sd ví momo Ai muốn kiếm tiền thì ib mik nha. Or làm theo các bước sau. CÀNG CHIA SẺ MOMO - CÀNG NHẬN NHIỀU QUÀ Nhận không giới hạn Voucher 100.000Đ từ MoMo khi hướng dẫn bạ,3,NEUTRAL,Thùy Linh,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Toàn bộ ngân hàng ở Việt Nam tranh nhau cướp tiền khách gửi từ thành thị cho đến thôn quê .. Posted by 859,405 Views Like cho VIỆT NAM · Ngân hàng Vietcombank quỵt nợ khách hàng Tránh vỏ dưa gặp vỏ dừa , để tiền ở nhà sợ cướp, gửi ngân hàng ( trời ơi ) g",2,NEGATIVE,Chung Hớn,POST,Personal,Saving Account,VIETCOMBANK
"· FREE The-Kpark Văn Phú Căn hộ The Emerald CT8 Mỹ Đình giá gốc trực tiếp Cđt Vimefulland, chiết khấu 10%, giá 29tr/m2. LH 0936.193.286 Chung cư The Emerald là phân khúc cao cấp cuối cùng của khu vực Mỹ Đình. Đây là cơ hội cực kỳ tốt cho quý khách hàng sở",3,NEUTRAL,Kiều Diễm,POST,Personal,Personal Loan,VIETCOMBANK
· FREE Vũng Tàu Ai dùng thẻ ATM của các ngân hàng Vietcombank Vpbank Tpbank OCB ACB Eximbank Saccombank BIDV ( có sử dụng internet banking nhé) Chỉ mất 10k các bạn sẽ có thẻ điện thoại 100k trong tài khoản luôn nha . Đảm bảo không câu like không lozi.....,3,NEUTRAL,Phượng Lê,POST,Personal,Personal Internet Banking,VIETCOMBANK
· GẤP GẤP : Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) Cần ngay 10 bạn chiều nay thứ 5(27/7) đến làm thẻ Vietcombank .1h-3h30 tại VCB Trần Văn Khéo . Đặc biệt nhận ngay : Nhận 240k khi mở 2 thẻ Nhận 140k khi mở,1,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
· GREEN BAY PREMIUM sở hữu HOMETEL KIỂU MẪU TẠI HẠ LONG chỉ với từ 450 triệu. VỊ TRÍ HOÀN HẢO Tọa lạc tại khu đô thị Hùng Thắng ngay mặt đường Hoàng Quốc Việt trục đường chính vào trung tâm du lịch của Hạ Long CHƯƠNG TRÌNH HỖ TRỢ M,3,NEUTRAL,Đinh Xuân Nam,POST,Personal,Personal Loan,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Huong Phan,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Thiên Long Dương Ngọc,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
Dịch vụ thanh toán trực tuyến VCB e-Tour,2,NEUTRAL,Hạt Đậu Nhỏ,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
